product_id,year_month,monthly_review_count
0316172324,2005-01,5
0316172324,2005-02,4
0316172324,2005-03,2
0316172324,2005-04,2
0316172324,2005-05,4
0316172324,2005-06,2
0316172324,2005-07,1
0316172324,2005-08,4
0316172324,2005-09,4
0316177652,2005-04,1
0316233196,2005-09,1
0316234753,2005-08,1
0316236551,2005-08,1
0316284955,2005-09,1
0316286168,2005-02,1
0316286168,2005-04,1
0316286850,2005-03,1
0316294527,2005-08,1
0316328197,2005-04,1
0316328499,2005-04,1
0316330116,2005-02,1
0316341517,2005-09,1
0316346624,2005-01,3
0316346624,2005-02,3
0316346624,2005-04,1
0316346624,2005-05,2
0316346624,2005-06,1
0316346624,2005-07,7
0316346624,2005-08,3
0316346624,2005-09,2
0316346624,2005-10,4
0316353167,2005-05,1
0316353299,2005-10,1
0316355569,2005-08,1
0316358142,2005-10,1
0316358312,2005-07,1
0316358339,2005-07,1
0316358371,2005-02,1
0316359408,2005-09,1
0316359424,2005-08,1
0316359424,2005-09,1
0316359440,2005-09,1
0316377945,2005-10,1
0316432385,2005-01,1
0316441791,2005-05,1
0316441791,2005-08,1
0316479977,2005-08,1
0316488399,2005-05,1
0316496618,2005-01,1
0316511390,2005-03,1
0316516716,2005-08,1
0316519332,2005-08,1
0316525057,2005-09,1
0316545031,2005-08,1
0316545562,2005-03,1
0316545562,2005-06,1
0316553409,2005-04,1
0316554553,2005-07,1
0316554553,2005-09,1
0316557161,2005-09,1
0316578398,2005-08,1
0316578398,2005-09,4
0316584789,2005-02,1
0316592366,2005-08,1
0316592366,2005-09,1
0316600806,2005-08,1
0316600806,2005-09,3
0316600806,2005-10,1
0316601012,2005-09,1
0316603953,2005-01,1
0316604429,2005-07,1
0316605964,2005-01,1
0316606081,2005-01,1
0316606847,2005-01,1
0316608211,2005-07,1
0316608513,2005-07,1
0316610003,2005-07,1
0316610003,2005-09,2
0316614564,2005-10,1
0316666033,2005-09,1
0316666343,2005-02,2
0316692123,2005-06,1
0316693243,2005-05,1
0316702056,2005-09,1
0316702706,2005-09,1
0316702706,2005-10,1
0316710571,2005-08,1
0316710598,2005-02,1
0316710598,2005-03,1
0316710598,2005-07,1
0316710601,2005-05,2
0316710601,2005-07,3
0316710601,2005-08,1
0316710601,2005-09,1
0316710628,2005-02,1
0316710628,2005-03,2
0316710628,2005-04,1
0316710628,2005-05,1
0316710628,2005-07,1
0316710628,2005-08,1
0316710709,2005-09,1
0316732214,2005-02,1
0316733695,2005-08,1
0316734519,2005-09,1
0316734934,2005-10,1
0316734942,2005-05,2
0316734942,2005-06,3
0316734942,2005-07,2
0316734942,2005-08,2
0316734942,2005-09,2
0316735027,2005-03,1
0316735485,2005-03,1
0316735493,2005-05,1
0316735507,2005-07,1
0316735507,2005-08,1
0316735507,2005-10,1
0316735647,2005-04,1
0316735671,2005-03,1
0316735698,2005-06,1
0316735698,2005-07,1
0316735922,2005-07,1
0316735930,2005-07,1
0316736465,2005-08,1
0316737844,2005-08,1
0316738093,2005-09,1
0316738220,2005-02,1
0316738239,2005-03,1
0316738239,2005-08,1
0316738263,2005-08,1
0316738263,2005-09,1
0316738573,2005-05,1
0316738964,2005-09,1
0316739081,2005-10,1
0316739111,2005-10,1
0316739928,2005-08,1
0316740403,2005-01,1
0316740403,2005-02,2
0316740403,2005-03,1
0316740403,2005-05,1
0316740403,2005-07,1
0316741116,2005-09,1
0316743003,2005-01,1
0316745464,2005-09,2
0316746711,2005-04,1
0316761133,2005-10,1
0316763810,2005-03,1
0316769487,2005-01,1
0316769487,2005-04,1
0316769487,2005-06,1
0316769487,2005-07,1
0316769487,2005-08,3
0316769487,2005-09,1
0316769495,2005-03,1
0316769509,2005-03,1
0316776963,2005-07,1
0316777153,2005-10,1
0316777498,2005-07,1
0316777730,2005-04,1
0316777730,2005-08,1
0316778001,2005-04,1
0316778001,2005-08,1
0316778001,2005-09,2
0316778508,2005-07,1
0316779032,2005-10,1
0316779075,2005-02,1
0316779075,2005-03,1
0316779075,2005-05,1
0316779148,2005-03,1
0316779148,2005-08,1
0316779237,2005-04,1
0316779237,2005-08,1
0316779245,2005-08,1
0316779245,2005-09,1
0316779423,2005-03,1
0316779423,2005-04,1
0316780375,2005-04,1
0316787086,2005-05,1
0316788287,2005-08,1
0316789674,2005-08,1
0316789844,2005-04,1
0316796883,2005-09,2
0316806315,2005-03,1
0316811874,2005-10,1
0316812552,2005-05,1
0316816795,2005-08,1
0316817333,2005-08,1
0316817457,2005-08,1
0316822566,2005-01,1
0316829455,2005-01,1
0316829455,2005-07,1
0316829455,2005-10,1
0316845132,2005-09,1
0316845183,2005-03,1
0316871125,2005-04,1
0316880655,2005-08,1
0316880655,2005-09,1
0316897469,2005-04,1
0316903353,2005-05,1
0316905747,2005-01,1
0316908452,2005-01,2
0316908452,2005-02,1
0316909726,2005-10,1
0316917303,2005-07,1
0316919160,2005-08,1
0316926051,2005-01,1
0316926051,2005-05,1
0316926302,2005-01,1
0316930911,2005-05,1
0316940062,2005-07,1
0316940089,2005-07,1
0316948551,2005-06,1
0316952664,2005-08,1
0316954411,2005-09,1
0316954993,2005-07,1
0316955108,2005-06,1
0316955124,2005-06,1
0316955175,2005-05,1
0316987921,2005-06,1
0316988944,2005-03,1
0316990426,2005-07,1
0317530011,2005-07,1
0318021447,2005-10,1
0321011473,2005-04,1
0321025865,2005-07,1
0321036638,2005-10,1
0321050312,2005-10,1
0321079167,2005-03,1
0321079922,2005-08,1
0321080874,2005-04,1
0321087976,2005-02,1
0321095170,2005-01,1
0321103505,2005-08,1
0321112040,2005-07,1
0321112059,2005-09,1
0321112296,2005-06,1
0321112555,2005-08,1
0321112717,2005-02,1
0321113519,2005-01,1
0321113551,2005-01,1
0321113586,2005-03,1
0321113586,2005-07,1
032111549X,2005-08,1
0321115627,2005-09,1
0321116208,2005-04,1
0321117956,2005-09,1
0321118898,2005-10,1
032112183X,2005-04,1
0321123972,2005-05,1
0321123980,2005-04,1
0321125169,2005-09,1
0321127110,2005-07,1
0321127307,2005-04,1
0321127307,2005-09,1
0321127315,2005-04,1
0321127420,2005-09,1
0321130006,2005-02,1
0321130073,2005-09,1
0321150783,2005-08,1
0321154894,2005-07,1
0321154894,2005-08,1
0321154916,2005-08,1
0321154967,2005-05,1
0321160770,2005-02,1
0321162234,2005-08,1
0321166809,2005-04,1
0321168917,2005-01,1
0321168917,2005-07,2
0321168917,2005-10,1
0321169514,2005-03,1
0321172388,2005-04,1
0321180615,2005-08,1
0321180623,2005-02,1
0321180860,2005-01,1
0321186125,2005-09,1
0321186486,2005-02,1
0321186486,2005-07,1
0321186486,2005-08,1
0321193121,2005-05,1
0321193121,2005-08,1
0321193687,2005-08,1
032119375X,2005-07,1
0321193776,2005-08,1
0321193776,2005-09,1
0321193806,2005-02,1
0321193806,2005-08,1
0321193806,2005-10,1
0321193857,2005-08,2
0321193857,2005-09,2
0321197259,2005-08,1
0321197844,2005-08,1
0321199561,2005-07,1
0321199596,2005-01,1
0321200497,2005-02,1
032120297X,2005-06,1
0321202988,2005-10,1
0321203038,2005-02,1
0321205677,2005-07,1
0321205685,2005-08,1
0321205685,2005-10,1
0321210255,2005-09,1
0321213149,2005-08,1
0321213149,2005-09,3
0321213394,2005-07,1
0321213408,2005-02,1
0321213408,2005-07,2
0321213416,2005-06,1
0321213440,2005-07,1
0321213440,2005-08,1
0321213521,2005-06,1
0321219198,2005-07,1
0321219198,2005-09,1
0321220528,2005-09,1
0321220544,2005-02,1
0321223659,2005-01,1
0321223659,2005-08,1
0321223667,2005-02,1
0321223675,2005-09,1
0321227220,2005-07,1
0321227255,2005-01,1
0321227360,2005-09,1
0321227999,2005-02,1
0321227999,2005-03,1
0321227999,2005-06,1
0321227999,2005-08,2
0321228103,2005-03,1
0321228359,2005-08,1
0321228472,2005-04,1
0321238346,2005-05,1
0321241576,2005-03,1
0321241576,2005-04,1
0321242521,2005-01,1
0321243331,2005-10,1
0321245652,2005-07,1
0321245660,2005-08,2
0321245784,2005-03,2
0321245830,2005-02,1
0321246780,2005-07,1
0321246969,2005-08,1
0321247124,2005-07,1
0321247140,2005-09,1
0321255666,2005-09,1
0321256077,2005-07,1
0321256077,2005-09,1
032125614X,2005-07,1
032125614X,2005-09,1
0321257278,2005-09,1
0321257804,2005-09,1
0321262506,2005-08,1
0321262506,2005-09,1
0321267222,2005-05,1
0321267230,2005-07,1
0321267907,2005-07,1
0321268172,2005-09,1
0321268172,2005-10,1
0321268199,2005-03,1
0321268199,2005-06,1
0321268288,2005-10,1
0321268458,2005-07,1
0321268458,2005-10,1
0321269055,2005-01,3
0321269055,2005-02,1
0321269055,2005-03,1
0321269055,2005-05,2
0321269055,2005-07,1
0321269055,2005-08,2
0321269055,2005-09,2
0321269101,2005-09,1
0321269136,2005-09,1
0321269373,2005-07,1
0321270797,2005-03,1
032127640X,2005-05,1
0321278356,2005-02,1
0321278356,2005-04,1
0321278496,2005-03,1
0321278534,2005-09,1
032127878X,2005-03,2
032127878X,2005-08,2
0321278917,2005-10,1
0321287827,2005-06,1
0321287851,2005-02,1
0321290542,2005-10,1
0321290968,2005-08,1
0321293924,2005-09,1
0321293983,2005-07,1
0321293983,2005-09,1
0321293991,2005-01,1
0321293991,2005-07,1
0321294009,2005-04,1
0321294009,2005-08,1
0321294475,2005-06,1
032130330X,2005-09,1
032130344X,2005-01,1
0321303474,2005-03,1
0321303474,2005-04,2
0321303474,2005-05,1
0321303474,2005-09,2
0321303474,2005-10,1
0321304292,2005-09,1
0321304543,2005-03,1
0321304543,2005-08,1
0321304594,2005-07,1
0321304594,2005-08,1
0321304772,2005-09,1
0321305256,2005-05,1
0321305256,2005-07,2
0321305264,2005-08,1
0321306147,2005-06,1
0321306147,2005-08,1
0321316207,2005-06,1
0321316207,2005-09,1
0321316886,2005-10,1
0321321146,2005-07,3
0321321146,2005-08,1
0321321235,2005-09,1
0321321782,2005-02,1
0321321782,2005-04,1
0321321839,2005-07,1
0321321847,2005-08,2
0321321847,2005-09,1
0321321898,2005-09,1
0321321898,2005-10,1
0321321928,2005-06,1
0321330110,2005-08,2
0321330188,2005-06,1
0321330196,2005-08,1
0321330307,2005-08,1
0321330625,2005-05,2
0321330625,2005-07,5
0321330625,2005-08,4
0321330625,2005-09,5
0321330625,2005-10,1
0321331702,2005-01,2
0321331702,2005-05,1
0321331702,2005-06,1
0321331702,2005-08,2
0321331702,2005-10,1
0321334094,2005-06,2
0321334094,2005-07,1
0321334094,2005-08,3
0321334094,2005-09,6
0321334094,2005-10,1
0321334132,2005-09,1
0321334280,2005-10,1
0321334876,2005-06,1
0321335341,2005-08,1
0321335341,2005-09,1
0321335376,2005-08,1
0321335414,2005-08,1
0321335414,2005-09,1
0321335422,2005-08,1
0321335902,2005-08,1
0321336550,2005-10,1
0321336569,2005-10,1
0321336747,2005-03,2
0321336747,2005-08,1
0321346939,2005-08,1
0321346939,2005-09,7
0321348109,2005-10,1
0321350251,2005-08,1
032135026X,2005-04,1
0321356403,2005-09,2
032135673X,2005-07,1
032135673X,2005-08,1
0321356780,2005-09,2
0321356780,2005-10,1
0321357469,2005-09,1
0323001505,2005-09,1
0323007562,2005-09,1
0323007848,2005-05,1
0323011276,2005-08,1
0323011985,2005-08,1
0323014380,2005-09,1
0323016049,2005-08,1
0323016227,2005-08,1
0323017029,2005-10,1
0323017223,2005-09,1
032301738X,2005-05,1
0323017452,2005-03,1
0323019102,2005-09,1
0323022316,2005-09,1
032302310X,2005-07,1
032302310X,2005-09,1
0323023894,2005-09,1
0323023932,2005-09,1
0323023975,2005-08,1
0323024033,2005-09,1
0323024092,2005-09,1
0323025331,2005-01,1
032302551X,2005-06,1
0323025862,2005-09,1
0323029175,2005-10,1
0323030009,2005-07,1
0323033539,2005-08,1
0323033954,2005-07,1
0323034160,2005-09,1
0323034446,2005-10,1
0324068573,2005-08,1
0324110790,2005-02,1
0324171897,2005-06,1
0324174616,2005-10,1
0324178824,2005-09,1
0324180675,2005-09,1
0324184050,2005-09,1
0324187149,2005-10,1
0324187181,2005-02,1
0324200005,2005-09,1
032420082X,2005-08,1
0324203977,2005-10,1
0324258720,2005-09,1
0324260393,2005-02,1
0324288999,2005-09,1
0325001359,2005-09,1
0325003106,2005-08,1
0325005435,2005-09,1
0325005907,2005-07,1
0325006717,2005-08,1
0325007829,2005-08,1
0325007861,2005-08,1
0325070768,2005-02,1
0330241699,2005-09,1
0330305026,2005-09,1
0330331590,2005-05,1
0330342673,2005-08,1
0330391356,2005-09,1
0330396633,2005-08,1
0330480650,2005-10,1
0330481673,2005-09,1
0330482203,2005-03,1
0330483285,2005-08,1
0330484508,2005-04,1
0330488813,2005-07,1
033049032X,2005-02,1
0333516516,2005-09,1
0333558812,2005-01,1
0333710932,2005-09,1
0333735420,2005-07,1
033377499X,2005-05,1
0333781511,2005-09,1
0333900936,2005-05,1
0333945050,2005-06,1
0333947312,2005-07,1
0333949293,2005-10,1
0333950798,2005-09,1
0334027403,2005-09,1
033402840X,2005-07,1
0334029147,2005-10,1
033520290X,2005-06,1
0340157011,2005-07,1
034016784X,2005-07,1
0340409126,2005-10,1
0340581247,2005-09,1
0340597704,2005-02,1
0340625287,2005-04,1
034066049X,2005-03,1
0340672099,2005-09,1
0340690011,2005-10,1
0340708646,2005-01,1
0340739142,2005-05,1
0340746629,2005-08,1
0340764236,2005-07,1
0340767723,2005-05,1
0340770155,2005-08,1
034077035X,2005-06,1
0340806907,2005-02,1
0340809760,2005-02,1
0340816325,2005-07,1
0340820748,2005-08,1
034082400X,2005-04,1
0340826258,2005-04,1
034083028X,2005-09,1
0340887036,2005-09,1
034502513X,2005-08,1
034525001X,2005-06,1
0345260120,2005-09,1
0345278941,2005-10,1
0345285549,2005-08,1
0345295234,2005-07,1
0345298349,2005-08,1
0345301110,2005-09,1
0345304314,2005-09,1
0345308042,2005-08,1
0345308255,2005-10,1
0345310160,2005-06,1
0345311485,2005-04,1
0345311809,2005-08,1
034531252X,2005-05,1
0345314255,2005-08,1
0345314603,2005-08,1
0345323580,2005-08,1
0345326490,2005-08,1
0345327349,2005-08,1
0345327411,2005-05,1
0345328671,2005-04,1
0345328698,2005-05,1
0345330994,2005-05,1
0345331001,2005-09,1
0345333322,2005-01,1
0345333322,2005-07,1
0345335686,2005-10,1
0345337042,2005-05,1
0345337050,2005-06,1
0345337069,2005-07,1
0345337662,2005-02,1
0345337662,2005-08,1
0345338545,2005-01,1
0345339258,2005-09,1
0345341848,2005-03,1
0345342763,2005-01,1
0345342968,2005-05,1
0345342968,2005-06,1
0345342968,2005-09,1
0345345037,2005-05,1
0345345061,2005-08,1
0345345886,2005-02,1
0345345940,2005-08,1
0345347730,2005-09,1
0345348036,2005-06,1
0345348109,2005-05,1
0345348109,2005-09,1
0345348656,2005-01,1
0345348656,2005-03,1
0345348656,2005-09,1
0345350804,2005-04,1
0345352912,2005-02,1
0345353129,2005-07,1
0345353145,2005-08,1
0345353749,2005-08,1
0345353943,2005-09,1
0345356748,2005-01,1
0345357116,2005-08,1
034535866X,2005-09,1
0345359372,2005-01,1
0345361792,2005-02,1
0345361792,2005-04,1
0345361792,2005-05,1
0345362276,2005-08,1
034536239X,2005-06,1
034536239X,2005-09,1
0345362799,2005-03,1
0345363582,2005-08,1
0345365917,2005-09,1
0345366239,2005-03,1
0345366239,2005-05,1
0345366239,2005-08,1
0345368754,2005-04,1
0345368754,2005-09,1
0345371135,2005-05,1
0345371976,2005-08,1
0345372794,2005-02,1
0345373421,2005-09,1
0345373537,2005-09,1
0345374657,2005-04,1
0345374657,2005-05,1
0345375157,2005-06,1
0345375211,2005-09,1
0345377966,2005-02,1
0345379012,2005-04,1
0345379063,2005-02,1
0345379063,2005-05,1
0345379829,2005-08,1
0345382846,2005-08,1
0345384229,2005-10,1
0345384385,2005-07,1
0345384563,2005-07,1
0345384563,2005-10,1
034538623X,2005-04,1
0345386825,2005-06,1
0345386892,2005-10,1
0345388526,2005-04,1
0345389417,2005-08,1
0345391241,2005-10,1
0345391608,2005-03,1
0345391691,2005-07,1
0345391802,2005-01,1
0345391802,2005-03,2
0345391802,2005-08,2
0345391810,2005-03,2
0345391829,2005-03,1
0345392825,2005-10,1
0345395301,2005-09,1
0345395662,2005-01,1
0345395662,2005-05,1
0345397266,2005-09,1
034539769X,2005-09,1
0345397819,2005-03,1
0345400046,2005-02,1
0345402405,2005-05,1
0345404335,2005-09,1
0345404483,2005-07,1
0345404777,2005-08,1
0345405013,2005-09,1
0345405617,2005-07,1
0345405633,2005-07,1
0345405668,2005-07,1
0345405668,2005-10,1
0345405730,2005-01,1
0345406044,2005-08,1
0345406222,2005-06,1
0345406230,2005-07,1
0345409388,2005-08,1
0345409469,2005-05,1
0345409469,2005-06,1
0345409469,2005-08,1
0345409817,2005-08,1
0345409876,2005-05,1
0345409906,2005-02,1
0345410025,2005-07,1
0345410025,2005-08,1
0345410033,2005-08,1
034541005X,2005-04,1
0345410122,2005-07,1
0345410122,2005-09,1
0345410432,2005-10,1
0345412087,2005-06,1
0345412354,2005-09,1
0345413830,2005-05,1
0345413873,2005-08,1
0345414365,2005-04,1
0345416260,2005-08,1
0345416597,2005-04,1
0345416899,2005-07,2
0345416899,2005-09,1
0345417623,2005-01,1
0345417623,2005-04,1
0345418018,2005-02,1
0345418913,2005-04,1
0345419677,2005-09,1
0345419987,2005-09,1
034542039X,2005-09,1
0345421094,2005-04,1
0345421558,2005-09,1
0345422473,2005-07,1
0345422570,2005-09,1
0345422805,2005-02,1
0345423135,2005-10,1
0345423402,2005-04,1
0345423402,2005-05,1
0345423429,2005-02,1
0345423429,2005-04,1
0345423615,2005-01,1
0345423631,2005-01,1
0345423631,2005-07,1
0345423658,2005-07,1
0345424476,2005-08,1
034542462X,2005-06,1
0345424719,2005-06,1
034542526X,2005-08,1
0345425278,2005-08,1
0345425707,2005-10,1
0345425871,2005-02,1
0345426029,2005-04,1
0345426053,2005-09,1
0345426061,2005-09,1
0345426274,2005-06,1
034542705X,2005-06,1
034542753X,2005-08,1
034542753X,2005-09,1
0345427580,2005-05,1
0345428285,2005-08,1
0345428307,2005-08,1
0345428544,2005-08,1
0345428560,2005-08,1
0345428838,2005-04,8
0345428838,2005-05,5
0345428838,2005-06,3
0345428838,2005-07,1
0345428838,2005-08,1
0345428838,2005-09,1
0345428897,2005-01,1
0345429036,2005-08,1
0345429206,2005-08,3
0345430220,2005-06,1
0345430239,2005-07,1
0345430247,2005-08,1
0345430352,2005-02,1
0345430352,2005-07,1
0345430379,2005-07,1
0345430786,2005-08,1
0345430808,2005-10,1
0345431286,2005-07,1
0345431359,2005-04,1
0345431359,2005-05,1
0345431359,2005-09,1
0345431383,2005-04,1
0345432657,2005-04,1
0345433319,2005-10,1
0345433726,2005-08,1
0345433742,2005-09,1
0345434110,2005-05,1
0345434110,2005-06,1
0345434471,2005-03,1
0345434498,2005-03,1
0345434498,2005-07,1
0345434587,2005-08,1
0345434765,2005-04,1
0345434854,2005-08,1
0345434854,2005-10,1
0345434900,2005-08,1
0345435168,2005-08,1
0345435176,2005-07,1
0345435400,2005-06,1
0345435400,2005-08,1
0345435737,2005-07,1
0345435745,2005-08,1
0345435745,2005-09,1
0345435915,2005-09,1
0345435923,2005-09,1
034543739X,2005-06,1
0345437969,2005-08,1
0345437969,2005-09,2
0345438310,2005-06,1
0345438566,2005-05,1
0345439104,2005-01,1
0345439171,2005-09,1
0345439813,2005-07,1
0345439945,2005-04,1
0345440331,2005-09,1
034544034X,2005-02,1
0345440463,2005-02,1
0345440706,2005-03,1
0345440897,2005-08,1
0345440900,2005-03,1
0345440900,2005-08,1
0345440900,2005-09,2
034544096X,2005-03,1
0345441249,2005-01,1
0345441249,2005-02,1
0345441249,2005-03,1
0345441249,2005-05,1
0345441249,2005-06,1
0345441249,2005-07,1
0345441249,2005-08,1
0345441249,2005-09,1
0345441400,2005-07,1
0345441400,2005-09,1
0345441419,2005-03,1
0345441788,2005-07,1
0345442113,2005-08,1
0345442121,2005-05,1
034544227X,2005-06,1
034544230X,2005-04,1
034544230X,2005-09,1
0345442725,2005-09,1
0345442822,2005-01,1
0345442822,2005-08,1
0345442822,2005-10,1
0345442865,2005-09,1
0345442970,2005-03,1
0345443276,2005-05,1
0345443403,2005-08,1
0345443578,2005-04,15
0345443578,2005-05,5
0345443578,2005-06,1
0345443578,2005-07,1
0345443578,2005-08,1
0345443578,2005-09,1
0345443578,2005-10,1
0345443594,2005-04,2
0345443683,2005-01,1
0345443683,2005-03,1
0345443691,2005-06,1
0345443713,2005-09,1
0345443721,2005-09,1
034544373X,2005-09,1
0345444388,2005-03,1
0345444388,2005-06,1
0345445694,2005-09,1
0345445872,2005-06,1
0345445872,2005-09,1
0345446593,2005-08,1
0345446666,2005-01,1
034544678X,2005-02,1
034544678X,2005-03,1
034544678X,2005-06,1
034544678X,2005-08,2
034544678X,2005-09,1
0345446798,2005-02,1
0345446798,2005-09,1
0345446860,2005-07,1
0345446992,2005-02,1
0345447549,2005-04,1
0345447549,2005-08,1
0345447581,2005-01,1
0345447581,2005-03,1
034544759X,2005-10,1
0345447867,2005-08,1
034544826X,2005-09,1
0345448936,2005-05,1
0345448944,2005-05,1
0345449126,2005-06,1
0345449169,2005-02,1
0345449347,2005-07,1
0345449762,2005-03,1
0345449975,2005-10,1
0345450000,2005-01,1
0345450051,2005-05,1
0345450124,2005-08,1
0345450191,2005-01,1
0345450191,2005-03,2
0345450191,2005-06,1
0345450191,2005-07,1
0345450191,2005-08,1
0345450264,2005-01,1
0345450299,2005-04,1
034545040X,2005-09,1
0345450698,2005-05,1
0345450892,2005-04,1
0345451104,2005-07,1
0345451325,2005-01,1
0345451325,2005-09,1
0345451872,2005-06,1
0345452003,2005-03,1
0345452038,2005-08,1
034545250X,2005-04,3
034545250X,2005-08,1
0345452569,2005-09,1
0345452593,2005-02,1
0345453301,2005-05,1
0345453395,2005-07,1
0345453425,2005-04,1
0345453441,2005-04,1
0345453441,2005-06,1
0345453441,2005-07,1
034545345X,2005-06,2
034545345X,2005-07,2
034545345X,2005-08,3
034545345X,2005-09,1
0345453743,2005-06,1
0345453743,2005-07,1
0345453743,2005-08,1
0345453743,2005-09,1
0345453794,2005-09,1
0345453832,2005-03,1
0345453832,2005-09,1
0345453840,2005-09,2
0345453840,2005-10,1
034545409X,2005-07,1
0345455282,2005-03,1
0345455282,2005-10,1
0345455428,2005-01,1
0345455428,2005-07,1
0345455738,2005-01,1
0345455746,2005-09,1
0345456068,2005-04,1
0345456092,2005-06,1
0345456092,2005-07,1
0345456297,2005-07,1
0345456319,2005-09,1
0345456327,2005-09,1
0345456351,2005-08,1
0345456351,2005-10,1
0345456564,2005-09,1
0345457110,2005-08,1
0345457129,2005-01,2
0345457129,2005-02,1
0345457129,2005-03,1
0345457129,2005-05,1
0345457129,2005-06,2
0345457129,2005-08,1
0345457234,2005-06,1
0345457242,2005-08,5
0345457242,2005-09,4
0345457609,2005-04,1
0345457684,2005-04,2
0345457684,2005-06,1
0345457684,2005-07,2
0345457684,2005-09,2
0345457714,2005-01,1
0345457714,2005-02,1
0345457714,2005-03,1
0345457714,2005-07,1
0345457714,2005-10,1
0345457749,2005-03,1
0345457749,2005-05,1
0345457749,2005-06,1
0345457749,2005-08,2
0345457749,2005-09,1
0345457749,2005-10,2
0345457854,2005-04,1
0345457889,2005-02,1
0345458354,2005-10,1
0345458397,2005-10,1
034545846X,2005-01,3
034545846X,2005-02,1
034545846X,2005-04,1
034545846X,2005-08,1
034545846X,2005-09,1
0345458923,2005-02,1
0345458982,2005-09,1
0345459148,2005-09,1
0345459164,2005-04,1
0345459180,2005-01,1
034545930X,2005-08,1
0345459407,2005-01,1
0345459407,2005-05,1
0345459407,2005-06,1
0345459407,2005-09,1
0345459946,2005-02,1
0345459954,2005-04,1
0345460030,2005-08,1
0345460057,2005-03,1
0345460057,2005-08,1
0345460111,2005-07,1
0345460529,2005-02,1
0345460529,2005-10,1
0345460685,2005-10,1
0345460693,2005-05,1
0345460871,2005-04,1
0345460944,2005-08,1
0345460987,2005-07,1
0345461142,2005-03,1
0345461150,2005-06,1
0345461215,2005-07,1
0345461215,2005-09,1
0345461274,2005-08,1
0345461347,2005-02,1
0345461347,2005-07,1
0345461347,2005-09,1
0345461509,2005-02,1
0345461525,2005-02,1
0345461541,2005-09,2
0345461622,2005-08,1
034546169X,2005-04,1
0345461738,2005-01,1
0345461738,2005-02,1
0345461754,2005-05,1
0345461827,2005-08,1
0345461924,2005-08,1
0345462009,2005-02,1
0345462114,2005-07,1
0345462351,2005-01,1
0345462882,2005-09,1
0345462904,2005-09,1
034546303X,2005-10,1
0345463048,2005-08,1
0345463048,2005-09,1
0345463099,2005-01,2
0345463099,2005-05,1
0345463099,2005-07,2
0345463099,2005-08,1
0345463269,2005-04,1
0345463331,2005-09,1
0345463447,2005-04,1
0345463447,2005-05,1
0345463838,2005-05,1
0345464028,2005-05,1
0345464028,2005-06,2
0345464087,2005-01,1
0345464621,2005-01,1
0345464710,2005-03,1
0345464729,2005-08,1
0345464788,2005-09,3
0345464788,2005-10,1
0345464796,2005-09,2
0345464826,2005-07,1
0345464869,2005-04,7
0345464869,2005-09,1
0345465180,2005-09,1
0345465202,2005-02,1
0345465253,2005-01,1
0345465253,2005-04,1
0345465296,2005-01,1
0345465415,2005-09,1
0345465466,2005-08,1
0345465490,2005-10,1
0345465547,2005-04,1
0345465679,2005-05,2
0345465679,2005-06,2
0345465679,2005-07,1
0345465679,2005-08,1
0345466128,2005-06,1
0345466357,2005-02,1
0345466616,2005-08,1
0345466632,2005-08,1
034546706X,2005-05,1
034546706X,2005-06,1
034546706X,2005-07,1
034546706X,2005-08,2
0345467337,2005-06,1
0345467515,2005-09,1
0345467574,2005-07,1
0345467779,2005-01,1
0345467868,2005-09,1
0345467930,2005-01,3
0345467930,2005-02,2
0345467930,2005-03,1
0345467949,2005-09,1
034546821X,2005-02,1
034546849X,2005-09,1
0345468570,2005-03,1
0345468589,2005-08,2
0345468589,2005-09,1
0345468597,2005-08,2
034547015X,2005-02,1
034547046X,2005-06,1
0345470540,2005-05,1
0345470826,2005-07,2
0345470958,2005-04,1
0345471202,2005-06,1
0345471253,2005-09,1
0345471806,2005-06,1
0345472314,2005-06,1
0345472314,2005-07,2
0345473043,2005-02,1
0345473043,2005-08,1
0345475445,2005-03,1
0345475445,2005-04,1
0345475445,2005-05,2
0345475674,2005-04,1
0345475720,2005-01,1
0345475720,2005-02,1
0345475720,2005-04,1
0345475720,2005-07,2
0345475755,2005-05,1
0345475801,2005-10,1
0345476077,2005-09,1
0345476131,2005-07,2
0345476131,2005-08,2
0345476255,2005-01,5
0345476255,2005-03,1
0345476255,2005-07,1
0345476255,2005-09,1
0345476425,2005-07,1
0345476425,2005-08,2
0345476581,2005-09,2
0345476832,2005-05,1
0345476972,2005-09,1
0345477200,2005-04,1
0345477200,2005-06,1
0345477219,2005-02,2
0345477219,2005-04,1
0345477219,2005-07,1
0345477219,2005-08,1
0345477219,2005-09,1
0345477847,2005-03,1
0345477847,2005-06,1
0345477855,2005-06,1
0345477863,2005-06,1
0345477871,2005-10,2
0345477898,2005-06,1
0345477936,2005-08,1
0345477936,2005-09,1
0345478010,2005-01,1
0345478061,2005-02,1
0345478061,2005-03,1
0345478061,2005-04,2
0345478061,2005-08,2
0345478061,2005-09,2
0345478274,2005-02,1
0345478274,2005-07,1
0345478843,2005-05,1
0345479211,2005-08,1
0345479351,2005-06,1
0345479467,2005-08,1
0345480090,2005-06,3
0345480120,2005-07,2
0345480120,2005-09,1
0345480902,2005-06,1
0345481259,2005-06,1
0345481259,2005-07,1
0345481259,2005-08,1
0345481259,2005-09,1
0345481720,2005-07,1
0345482476,2005-06,1
0345483375,2005-09,1
